country,iso2,iso3,group,component,source,series_id,source_adjustment,adjustment_method,date,real_value
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2019-04-01,3533282.44240229
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2019-07-01,3519551.9856704
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2019-10-01,3560945.35965709
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2020-01-01,3413243.71683212
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2020-04-01,3017138.71062178
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2020-07-01,3202269.46435252
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2020-10-01,3256933.6102612
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2021-01-01,3265169.27812587
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2021-04-01,3250386.66397607
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2021-07-01,3416725.17000239
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2021-10-01,3505561.08267881
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2022-01-01,3583825.75008805
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2022-04-01,3540535.36998904
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2022-07-01,3679987.25866314
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2022-10-01,3753719.88443021
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2023-01-01,3798014.00081229
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2023-04-01,3750296.28743958
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2023-07-01,3857600.25314899
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2023-10-01,3966672.04236893
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2024-01-01,3964875.8303197
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2024-04-01,3935270.78144314
Philippines,PH,PHL,ASEAN,Consumption,IMF IFS via DBnomics,Q.PH.NCP_R_SA_XDC,SA,Source seasonally adjusted,2024-07-01,4044512.53490507
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2000-01-01,326474.729968372
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2000-04-01,307344.164467085
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2000-07-01,327504.475231266
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2000-10-01,320448.710953605
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2001-01-01,308653.696425098
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2001-04-01,302949.986119005
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2001-07-01,305789.514592494
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2001-10-01,303896.991115945
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2002-01-01,299974.439441752
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2002-04-01,325702.599375259
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2002-07-01,316283.049806487
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2002-10-01,325573.412118965
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2003-01-01,351266.057255945
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2003-04-01,343751.030558726
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2003-07-01,349317.086272563
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2003-10-01,342042.9031388
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2004-01-01,351758.633715553
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2004-04-01,369435.682415626
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2004-07-01,353407.600035942
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2004-10-01,371022.836663418
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2005-01-01,349503.612930927
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2005-04-01,377649.163753355
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2005-07-01,346459.766359837
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2005-10-01,354816.098960529
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2006-01-01,359392.754696777
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2006-04-01,378893.259018248
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2006-07-01,371863.032571481
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2006-10-01,394714.815690827
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2007-01-01,411021.410110933
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2007-04-01,426869.537841574
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2007-07-01,404922.032619822
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2007-10-01,427312.140046721
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2008-01-01,429020.723681051
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2008-04-01,446305.521685532
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2008-07-01,472821.170165565
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2008-10-01,466589.453533105
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2009-01-01,447393.265348965
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2009-04-01,451287.198469388
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2009-07-01,474183.624381166
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2009-10-01,475038.69224431
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2010-01-01,517438.677893333
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2010-04-01,580533.899093347
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2010-07-01,543322.963854941
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2010-10-01,556646.533185976
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2011-01-01,553894.748379769
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2011-04-01,529350.84636181
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2011-07-01,525822.639350148
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2011-10-01,527661.199423701
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2012-01-01,559221.714828682
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2012-04-01,567266.206814139
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2012-07-01,607138.152845947
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2012-10-01,657355.454586205
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2013-01-01,701393.773219739
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2013-04-01,657120.836885121
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2013-07-01,651912.907780079
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2013-10-01,671530.001721228
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2014-01-01,710127.581392332
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2014-04-01,710701.294036881
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2014-07-01,725021.653772293
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2014-10-01,746482.388630387
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2015-01-01,770073.803729634
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2015-04-01,797226.413214839
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2015-07-01,829751.236847038
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2015-10-01,896104.180356721
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2016-01-01,931661.613847376
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2016-04-01,994159.815339077
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2016-07-01,1012216.12618825
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2016-10-01,1045070.39036483
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2017-01-01,1040770.53011661
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2017-04-01,1077884.30763638
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2017-07-01,1108675.54026118
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2017-10-01,1173965.68551808
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2018-01-01,1155976.78163037
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2018-04-01,1258685.03866264
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2018-07-01,1275380.63991154
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2018-10-01,1281014.45710223
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2019-01-01,1230696.9857961
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2019-04-01,1256576.96933901
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2019-07-01,1351633.62727511
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2019-10-01,1359577.34896313
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2020-01-01,1217051.47327181
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2020-04-01,757815.430833359
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2020-07-01,861523.134030471
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2020-10-01,956896.511222649
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2021-01-01,1025279.13408722
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2021-04-01,1037215.06580883
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2021-07-01,1020175.01311188
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2021-10-01,1058339.85602092
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2022-01-01,1121001.25213407
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2022-04-01,1140246.02003682
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2022-07-01,1118654.76042098
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2022-10-01,1135429.4303771
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2023-01-01,1236615.1413999
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2023-04-01,1200119.27631001
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2023-07-01,1210350.46131682
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2023-10-01,1260991.68214246
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2024-01-01,1279476.0629342
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2024-04-01,1290193.38213755
Philippines,PH,PHL,ASEAN,Investment,IMF IFS via DBnomics,Q.PH.NFI_R_SA_XDC,SA,Source seasonally adjusted,2024-07-01,1301938.1671705
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1975-01-01,4470.6
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1975-04-01,4581.2
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1975-07-01,4731
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1975-10-01,4887.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1976-01-01,4850
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1976-04-01,4850.7
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1976-07-01,4908.5
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1976-10-01,5052.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1977-01-01,5057.2
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1977-04-01,5191.9
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1977-07-01,5192.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1977-10-01,5251.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1978-01-01,5438.6
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1978-04-01,5457
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1978-07-01,5637
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1978-10-01,5521.3
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1979-01-01,5763.8
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1979-04-01,5825.1
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1979-07-01,5902.1
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1979-10-01,6020.2
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1980-01-01,5967.8
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1980-04-01,6308.2
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1980-07-01,6198.1
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1980-10-01,6359.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1981-01-01,6469.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1981-04-01,6456.7
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1981-07-01,6589.7
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1981-10-01,6527.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1982-01-01,6638
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1982-04-01,6700.9
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1982-07-01,6814.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1982-10-01,6931.1
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1983-01-01,6980.2
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1983-04-01,7251.2
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1983-07-01,7279.9
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1983-10-01,7121.3
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1984-01-01,7622.6
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1984-04-01,7443.1
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1984-07-01,7468
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1984-10-01,7769.7
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1985-01-01,7797.1
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1985-04-01,7522.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1985-07-01,7419
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1985-10-01,7560.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1986-01-01,7597.4
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1986-04-01,7809.3
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1986-07-01,8077.1
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1986-10-01,8000.1
Singapore,SG,SGP,ASEAN,Consumption,IMF IFS via DBnomics,Q.SG.NCP_R_SA_XDC,SA,Source seasonally adjusted,1987-01-01,8112
