date,country,iso2,group,component,cycle,yoy_growth,qoq_annualised
2017-01-01,India,IN,Asia-Pacific,Consumption,0.44130818265401484,5.344991715480063,-2.1212816120055322
2017-04-01,India,IN,Asia-Pacific,Consumption,1.6602220802284813,7.942968568118403,10.697824991773075
2017-07-01,India,IN,Asia-Pacific,Consumption,0.40266041120047213,4.679024842609891,0.6165808537033968
2017-10-01,India,IN,Asia-Pacific,Consumption,0.8949258995847882,4.157940832715212,7.43863909738991
2018-01-01,India,IN,Asia-Pacific,Consumption,2.339441465810804,7.455633025596242,11.069487159518587
2018-04-01,India,IN,Asia-Pacific,Consumption,2.3568069661329334,6.0771943021876496,5.1840700981387045
2018-07-01,India,IN,Asia-Pacific,Consumption,3.0247048764118265,7.827190837596731,7.616566995339724
2018-10-01,India,IN,Asia-Pacific,Consumption,2.9586073505039665,7.0985382083794235,4.524028580520678
2019-01-01,India,IN,Asia-Pacific,Consumption,3.8656932494107386,6.4013772796126744,8.280843444451591
2019-04-01,India,IN,Asia-Pacific,Consumption,4.587128515978421,6.962948863300156,7.43035643288863
2019-07-01,India,IN,Asia-Pacific,Consumption,3.9804481350395577,5.570734101190311,2.0477079469003456
2019-10-01,India,IN,Asia-Pacific,Consumption,3.895304300271605,5.467935616849218,4.1128346431563045
2020-01-01,India,IN,Asia-Pacific,Consumption,1.5935495644270066,2.218847025309856,-4.715510921705857
2020-04-01,India,IN,Asia-Pacific,Consumption,-25.201041632556482,-25.283717817460882,-102.57990293819432
2020-07-01,India,IN,Asia-Pacific,Consumption,-8.18086816111921,-7.580907497663603,72.85894922608946
2020-10-01,India,IN,Asia-Pacific,Consumption,0.7820159528785283,1.5957394278935055,40.81942234538474
2021-01-01,India,IN,Asia-Pacific,Consumption,3.2382141661153274,6.517540703180913,14.971694179443773
2021-04-01,India,IN,Asia-Pacific,Consumption,-12.629370336469476,17.624246108027464,-58.15308131880812
2021-07-01,India,IN,Asia-Pacific,Consumption,-0.36423916023205044,13.046401857720724,54.547572224862506
2021-10-01,India,IN,Asia-Pacific,Consumption,4.753320401863349,9.365280929920061,26.094938634182085
2022-01-01,India,IN,Asia-Pacific,Consumption,3.521451284297546,5.822814440316648,0.8018282210301209
2022-04-01,India,IN,Asia-Pacific,Consumption,-0.28057153633332355,18.012247883736876,-9.395347545127208
2022-07-01,India,IN,Asia-Pacific,Consumption,2.1261870233018136,8.253068675236364,15.510855390860456
2022-10-01,India,IN,Asia-Pacific,Consumption,0.5263631519714617,1.6149690221663349,-0.4574599780980293
2023-01-01,India,IN,Asia-Pacific,Consumption,-0.1747895374003966,2.2113848449532014,3.187491512177587
2023-04-01,India,IN,Asia-Pacific,Consumption,0.14697893008055238,6.390974535597138,7.3230112174485384
2023-07-01,India,IN,Asia-Pacific,Consumption,-0.43849946889278574,3.446008230648445,3.7309901710656845
2023-10-01,India,IN,Asia-Pacific,Consumption,-0.1924226915304137,5.332292246358605,7.087676084742611
2024-01-01,India,IN,Asia-Pacific,Consumption,0.21652534469975374,6.475926585508063,7.762028868775417
2024-04-01,India,IN,Asia-Pacific,Consumption,1.5450704668394166,7.508975392264361,11.455206444473731
2024-07-01,India,IN,Asia-Pacific,Consumption,0.1471070814100558,6.7153339602775475,0.5564244431184306
2024-10-01,India,IN,Asia-Pacific,Consumption,1.2144066357833665,7.5486783651612654,10.421053704277483
2025-01-01,India,IN,Asia-Pacific,Consumption,0.10829707178090435,6.040093141330871,1.7276879734538397
1996-04-01,India,IN,Asia-Pacific,GDP,1.1308790423913342,NA,NA
1996-07-01,India,IN,Asia-Pacific,GDP,-1.3694394519736335,NA,-4.714549545653313
1996-10-01,India,IN,Asia-Pacific,GDP,1.5252380058231956,NA,16.868261460599854
1997-01-01,India,IN,Asia-Pacific,GDP,0.6728689695898349,NA,1.882306281061119
1997-04-01,India,IN,Asia-Pacific,GDP,-0.9917457377623935,3.1686973207914804,-1.3612289128417387
1997-07-01,India,IN,Asia-Pacific,GDP,-2.122679119732316,4.543295393623481,0.7838427456746899
1997-10-01,India,IN,Asia-Pacific,GDP,-0.25336495743016935,3.5256297239286027,12.79759878182034
1998-01-01,India,IN,Asia-Pacific,GDP,0.1281307408379563,4.7691040509164395,6.856203589012466
1998-04-01,India,IN,Asia-Pacific,GDP,-0.23805163828677234,6.077373612788506,3.8718493346465266
1998-07-01,India,IN,Asia-Pacific,GDP,-0.42597490458782816,7.028423816338858,4.588043559876098
1998-10-01,India,IN,Asia-Pacific,GDP,-0.09250877463363831,5.497264998000162,6.672963508465557
1999-01-01,India,IN,Asia-Pacific,GDP,0.5605877311086221,5.769710857636667,7.945987027558488
1999-04-01,India,IN,Asia-Pacific,GDP,1.7813404263145396,7.353254069422377,10.206022181789365
1999-07-01,India,IN,Asia-Pacific,GDP,1.2153142513416297,6.967399916256767,3.044626947213658
1999-10-01,India,IN,Asia-Pacific,GDP,1.2645958562086133,6.672244417525874,5.492341513541987
2000-01-01,India,IN,Asia-Pacific,GDP,2.7872434805541473,7.529770291856863,11.376090524882443
2000-04-01,India,IN,Asia-Pacific,GDP,1.536616715476105,5.048324965587625,0.28024087671241205
2000-07-01,India,IN,Asia-Pacific,GDP,1.5241630300883076,5.59819627623348,5.244112189797079
2000-10-01,India,IN,Asia-Pacific,GDP,-0.12699998130690643,3.904667524517791,-1.2817734933207703
2001-01-01,India,IN,Asia-Pacific,GDP,-0.8871362182164824,1.6438619582213931,2.332868259696852
2001-04-01,India,IN,Asia-Pacific,GDP,-0.11922863646747148,3.7030126699473698,8.516843723616319
2001-07-01,India,IN,Asia-Pacific,GDP,-0.33747801675138367,3.5577505621066763,4.663063758434305
2001-10-01,India,IN,Asia-Pacific,GDP,0.6300845545949025,6.257171202931389,9.515909069978079
2002-01-01,India,IN,Asia-Pacific,GDP,-0.1935974289930722,6.293562708581035,2.4784342822954386
2002-04-01,India,IN,Asia-Pacific,GDP,-0.7554494772126809,5.082536426237283,3.6727385942413093
2002-07-01,India,IN,Asia-Pacific,GDP,-1.8490651440495645,4.344686945401222,1.7116658350900593
2002-10-01,India,IN,Asia-Pacific,GDP,-3.034507266829207,2.3475722398540455,1.5274502477893748
2003-01-01,India,IN,Asia-Pacific,GDP,-3.2214598811710142,3.1572097633560503,5.716984376303458
2003-04-01,India,IN,Asia-Pacific,GDP,-2.2180544951151075,4.908748130491247,10.678892062782097
2003-07-01,India,IN,Asia-Pacific,GDP,-1.316996055105834,7.097538147695204,10.466825903905885
2003-10-01,India,IN,Asia-Pacific,GDP,1.3641486654642452,11.159623949658837,17.775793455643907
2004-01-01,India,IN,Asia-Pacific,GDP,-1.8927237184449084,8.280466800900044,-5.799644218731714
2004-04-01,India,IN,Asia-Pacific,GDP,-1.1355136681495248,8.216927522039086,10.424734947338266
2004-07-01,India,IN,Asia-Pacific,GDP,-0.24455937300363675,8.37883310416423,11.11444823240646
2004-10-01,India,IN,Asia-Pacific,GDP,-1.0815753152839878,5.020172660406175,4.341151680611688
2005-01-01,India,IN,Asia-Pacific,GDP,-0.7509442252639836,8.753473940472745,9.133560901534565
2005-04-01,India,IN,Asia-Pacific,GDP,0.09540466807907588,8.971986694156087,11.298785962071634
2005-07-01,India,IN,Asia-Pacific,GDP,-0.27763513918289096,7.818934736518557,6.502240401856341
2005-10-01,India,IN,Asia-Pacific,GDP,-0.030699614848787686,8.99415803563457,9.042044877075739
2006-01-01,India,IN,Asia-Pacific,GDP,0.771958205411891,9.536527067350775,11.303037028399388
2006-04-01,India,IN,Asia-Pacific,GDP,-0.649619371864568,7.3174109457362135,2.422321475613387
2006-07-01,India,IN,Asia-Pacific,GDP,1.0928586134389942,9.460556527410802,15.074822728554693
2006-10-01,India,IN,Asia-Pacific,GDP,1.233659080278047,9.360750451678612,8.642820574146981
2007-01-01,India,IN,Asia-Pacific,GDP,1.9638325542596515,9.274036590961288,10.95618158553009
2007-04-01,India,IN,Asia-Pacific,GDP,1.5130898091075211,10.211613947775788,6.17263090287139
2007-07-01,India,IN,Asia-Pacific,GDP,1.6191994165964216,8.525235590577296,8.329309299760723
2007-10-01,India,IN,Asia-Pacific,GDP,3.585183432484075,10.287283806203718,15.691013436652668
2008-01-01,India,IN,Asia-Pacific,GDP,2.617615879166148,8.517238204481359,3.8759991786406545
2008-04-01,India,IN,Asia-Pacific,GDP,1.365401307033818,7.639718377835436,2.662551596287699
2008-07-01,India,IN,Asia-Pacific,GDP,0.07221651341538611,6.1664669821553275,2.436303717040289
2008-10-01,India,IN,Asia-Pacific,GDP,-2.0934755825703437,1.9686670058241873,-1.1001864686718932
2009-01-01,India,IN,Asia-Pacific,GDP,-4.74238484820914,0.23380981986811378,-3.0634295651836396
2009-04-01,India,IN,Asia-Pacific,GDP,-1.544166088465938,4.644562167754174,20.30556098783194
2009-07-01,India,IN,Asia-Pacific,GDP,-0.9093949332238224,6.543297720639529,10.031245928581711
2009-10-01,India,IN,Asia-Pacific,GDP,-1.296666875474483,8.29776568516003,5.91768538941011
2010-01-01,India,IN,Asia-Pacific,GDP,0.07498097910377602,12.293832934515336,12.920839432237585
2010-04-01,India,IN,Asia-Pacific,GDP,0.7711694862520087,9.761467246445577,10.1760982355529
2010-07-01,India,IN,Asia-Pacific,GDP,0.7464639679274693,9.063512543467311,7.239427116668651
2010-10-01,India,IN,Asia-Pacific,GDP,1.7404034922859426,10.397253442138421,11.252648984094549
2011-01-01,India,IN,Asia-Pacific,GDP,2.536452241018914,9.765376197052333,10.393330451893235
2011-04-01,India,IN,Asia-Pacific,GDP,1.607309728020767,8.077042602565854,3.4227638576069808
2011-07-01,India,IN,Asia-Pacific,GDP,-0.27430640813043417,6.154026531041978,-0.4526371694268505
2011-10-01,India,IN,Asia-Pacific,GDP,0.6782354967610136,6.047564721913901,10.826801747582238
2012-01-01,India,IN,Asia-Pacific,GDP,1.2438420803766452,5.7566057930799275,9.229494736557342
2012-04-01,India,IN,Asia-Pacific,GDP,-0.5505933196098983,4.838185875230394,-0.2509158137911527
2012-07-01,India,IN,Asia-Pacific,GDP,-0.6916196197655331,6.53507283878092,6.334910684775252
2012-10-01,India,IN,Asia-Pacific,GDP,-0.8493635129181967,5.391194062863747,6.251286643913545
2013-01-01,India,IN,Asia-Pacific,GDP,-0.8470013953917299,4.804891428872082,6.884284200590685
2013-04-01,India,IN,Asia-Pacific,GDP,-1.326890202801186,6.106384829534761,4.955057788859563
2013-07-01,India,IN,Asia-Pacific,GDP,-1.367347116288086,6.2020693891224,6.717648923125807
2013-10-01,India,IN,Asia-Pacific,GDP,-1.016850335880292,6.71127180372828,8.288096302337067
2014-01-01,India,IN,Asia-Pacific,GDP,-1.9191915017191117,5.810632703142815,3.2817277982488235
2014-04-01,India,IN,Asia-Pacific,GDP,-0.762850948690571,7.451179882438552,11.517246506042511
2014-07-01,India,IN,Asia-Pacific,GDP,-0.761978139158881,7.493562135919873,6.887177937051092
2014-10-01,India,IN,Asia-Pacific,GDP,-1.5823673331530537,6.317297003646516,3.583035773243637
2015-01-01,India,IN,Asia-Pacific,GDP,-1.5636736549231929,7.223732957181284,6.907471612387894
2015-04-01,India,IN,Asia-Pacific,GDP,-0.5578131343121194,7.046292809115684,10.807485913780113
2015-07-01,India,IN,Asia-Pacific,GDP,-0.3721016752536877,7.1888908240826055,7.457569996918778
2015-10-01,India,IN,Asia-Pacific,GDP,-0.853235543967542,7.467833850727956,4.69880787982504
2016-01-01,India,IN,Asia-Pacific,GDP,0.48261440050810855,8.704058681890103,11.852370937036483
2016-04-01,India,IN,Asia-Pacific,GDP,1.0968602671435936,8.208801691376877,8.826457951727207
2016-07-01,India,IN,Asia-Pacific,GDP,2.2423609976833516,9.041424889895922,10.788062790994957
2016-10-01,India,IN,Asia-Pacific,GDP,1.3947188954378624,8.524448182882693,2.6309010517721276
2017-01-01,India,IN,Asia-Pacific,GDP,0.3013287975059051,5.923292641550049,1.4477487717059034
2017-04-01,India,IN,Asia-Pacific,GDP,1.0769100256793376,5.894525825319974,8.711390686806908
2017-07-01,India,IN,Asia-Pacific,GDP,1.8450043189082235,5.311977574496751,8.457869787702066
2017-10-01,India,IN,Asia-Pacific,GDP,2.4926366265536073,6.590205109328551,7.743811191099326
2018-01-01,India,IN,Asia-Pacific,GDP,3.210159924443533,8.175052794818072,7.787139513663988
2018-04-01,India,IN,Asia-Pacific,GDP,3.3849834657280127,7.342782987178964,5.382311456250477
2018-07-01,India,IN,Asia-Pacific,GDP,3.586979528586504,6.545116669950346,5.267204518787594
2018-10-01,India,IN,Asia-Pacific,GDP,3.97021131211768,6.055925083079572,5.787044843616229
2019-01-01,India,IN,Asia-Pacific,GDP,3.918665191204708,5.076763350337643,3.870492582696272
2019-04-01,India,IN,Asia-Pacific,GDP,4.440344014802379,5.237070276423594,6.023539160594282
2019-07-01,India,IN,Asia-Pacific,GDP,4.056319534800072,4.4973333597333465,2.3082568520266022
2019-10-01,India,IN,Asia-Pacific,GDP,3.2408655086315146,3.1877107836312035,0.5485545392076574
2020-01-01,India,IN,Asia-Pacific,GDP,2.3454151079029244,2.2858903073732506,0.2632106776644605
2020-04-01,India,IN,Asia-Pacific,GDP,-25.252674544899868,-25.82898867410357,-106.435976765313
2020-07-01,India,IN,Asia-Pacific,GDP,-5.674570039918229,-5.790362662726167,82.46276089753621
2020-10-01,India,IN,Asia-Pacific,GDP,0.8119882274726896,1.6499978922006164,30.309996758914792
2021-01-01,India,IN,Asia-Pacific,GDP,0.7510745243796517,2.668895983697084,4.33880304365033
2021-04-01,India,IN,Asia-Pacific,GDP,-8.734772147772976,20.99415733992096,-33.134931340417495
2021-07-01,India,IN,Asia-Pacific,GDP,-0.8669951865942875,9.507152539758934,36.51474169688811
2021-10-01,India,IN,Asia-Pacific,GDP,1.1345219503927466,5.247709596415717,13.272224985541925
2022-01-01,India,IN,Asia-Pacific,GDP,-0.47532603535562107,3.9216247538767846,-0.9655363265054007
2022-04-01,India,IN,Asia-Pacific,GDP,-0.919128332171901,13.178947215597958,3.8943585064671993
2022-07-01,India,IN,Asia-Pacific,GDP,-0.5966930395724049,5.835723172534912,7.141845524635926
2022-10-01,India,IN,Asia-Pacific,GDP,-0.03835101681309849,4.580800893202408,8.252535868211908
2023-01-01,India,IN,Asia-Pacific,GDP,-0.006367075452455226,6.396485473675284,6.297201995386104
2023-04-01,India,IN,Asia-Pacific,GDP,-0.21475295833923297,6.790085922922273,5.468760303455156
2023-07-01,India,IN,Asia-Pacific,GDP,0.4844476491870815,7.3083913179551985,9.215067104767627
2023-10-01,India,IN,Asia-Pacific,GDP,0.36448466306927657,6.754447331416458,6.036759922056945
2024-01-01,India,IN,Asia-Pacific,GDP,0.6463585930838786,7.1116598950151655,7.726052249780935
2024-04-01,India,IN,Asia-Pacific,GDP,0.6787491045883581,7.443112799631635,6.794571921921033
2024-07-01,India,IN,Asia-Pacific,GDP,0.1948967155671207,6.3348905848066295,4.782178245467605
2024-10-01,India,IN,Asia-Pacific,GDP,0.6952240465126045,7.01552473009599,8.759296503214387
2025-01-01,India,IN,Asia-Pacific,GDP,0.6138379154098406,6.699299349380894,6.46115072692055
2025-04-01,India,IN,Asia-Pacific,GDP,0.6173445752098575,6.705525548042246,6.819476716566442
2025-07-01,India,IN,Asia-Pacific,GDP,1.365761726737101,7.962344701283897,9.809454858434208
2025-10-01,India,IN,Asia-Pacific,GDP,1.384354128406549,7.495924761561312,6.893616744324049
1996-04-01,India,IN,Asia-Pacific,Investment,-1.101983282150148,NA,NA
1996-07-01,India,IN,Asia-Pacific,Investment,0.11510971220057317,NA,11.167562163112876
1996-10-01,India,IN,Asia-Pacific,Investment,0.37815017728410066,NA,7.348597087838726
1997-01-01,India,IN,Asia-Pacific,Investment,1.866607645653467,NA,12.245042958851826
1997-04-01,India,IN,Asia-Pacific,Investment,-0.1377354017605464,7.257074788727458,-1.7329030548935975
1997-07-01,India,IN,Asia-Pacific,Investment,-0.6419394667413051,5.531197656664233,4.264053634859977
1997-10-01,India,IN,Asia-Pacific,Investment,0.6351714445993581,6.541177052778124,11.388514672294292
1998-01-01,India,IN,Asia-Pacific,Investment,-0.32102226402493134,4.093839525076248,2.455692848044322
1998-04-01,India,IN,Asia-Pacific,Investment,0.01877464692143498,6.437774147302022,7.642835434009498
1998-07-01,India,IN,Asia-Pacific,Investment,0.33563338636463075,7.260821676610085,7.556243752092229
1998-10-01,India,IN,Asia-Pacific,Investment,1.103895426740561,6.755954456773594,9.369045792948327
1999-01-01,India,IN,Asia-Pacific,Investment,1.4302431956607102,8.044892359949074,7.611444460746242
1999-04-01,India,IN,Asia-Pacific,Investment,4.924744331962895,11.209118586186229,20.299740338958117
1999-07-01,India,IN,Asia-Pacific,Investment,5.340252803302187,11.32222123587372,8.008654350842193
1999-10-01,India,IN,Asia-Pacific,Investment,4.0260419632693125,9.26400376287937,1.136175900970926
2000-01-01,India,IN,Asia-Pacific,Investment,5.77808122184117,10.7317526094171,13.482439846897165
2000-04-01,India,IN,Asia-Pacific,Investment,1.8256585162085108,3.354513875273746,-9.2092145976153
2000-07-01,India,IN,Asia-Pacific,Investment,-0.06006555740796504,1.1631373892152297,-0.7568515933918718
2000-10-01,India,IN,Asia-Pacific,Investment,-2.7564847251103886,-0.05843765688595681,-3.75012428343382
2001-01-01,India,IN,Asia-Pacific,Investment,-5.586822288928227,-4.422172902446242,-3.9725011353439754
2001-04-01,India,IN,Asia-Pacific,Investment,-1.2055046386593924,4.19120931895538,25.244314287991187
2001-07-01,India,IN,Asia-Pacific,Investment,-3.882466690529503,3.7365024235880284,-2.5756791748612784
2001-10-01,India,IN,Asia-Pacific,Investment,-1.9572121016222035,8.745590932213965,16.286229751069925
2002-01-01,India,IN,Asia-Pacific,Investment,-2.3034879699095763,11.659556499926005,7.683361135504185
2002-04-01,India,IN,Asia-Pacific,Investment,-5.174364936457246,4.87185987188159,-1.9064722241864729
2002-07-01,India,IN,Asia-Pacific,Investment,-5.190358349050663,8.026077696895406,10.041192125193987
2002-10-01,India,IN,Asia-Pacific,Investment,-4.314257162737062,7.490601219692294,14.144323842257478
2003-01-01,India,IN,Asia-Pacific,Investment,-6.783022534418877,5.893075491744071,1.293258223711291
2003-04-01,India,IN,Asia-Pacific,Investment,-5.808474724469173,10.264136850981664,15.577773212763901
2003-07-01,India,IN,Asia-Pacific,Investment,-3.144296271974968,13.457204354239494,22.813462138225304
2003-10-01,India,IN,Asia-Pacific,Investment,-5.2622573248650895,10.949486738154235,4.113453377916443
2004-01-01,India,IN,Asia-Pacific,Investment,-2.983495411806661,16.144276349277398,22.072416668203942
2004-04-01,India,IN,Asia-Pacific,Investment,0.9295661448800643,19.477846343877303,28.912053191163523
2004-07-01,India,IN,Asia-Pacific,Investment,1.2368839038353392,17.45308674234778,14.714423732107207
2004-10-01,India,IN,Asia-Pacific,Investment,0.2832087362193681,18.879980761988158,9.821029456477959
2005-01-01,India,IN,Asia-Pacific,Investment,0.7354802103171857,17.242805935570615,15.523717362533773
2005-04-01,India,IN,Asia-Pacific,Investment,1.7630303736365562,14.472983985031362,17.83276538900651
2005-07-01,India,IN,Asia-Pacific,Investment,2.0109594921292278,14.457649329554023,14.65308511019785
2005-10-01,India,IN,Asia-Pacific,Investment,2.3835689481079525,15.758864107306003,15.025888567485879
2006-01-01,India,IN,Asia-Pacific,Investment,2.4507187267432813,15.2825441594306,13.61843757103216
2006-04-01,India,IN,Asia-Pacific,Investment,0.21349193075307846,11.864748690527982,4.161583513396039
2006-07-01,India,IN,Asia-Pacific,Investment,-0.34948924450292285,10.844379803469018,10.571609561961992
2006-10-01,India,IN,Asia-Pacific,Investment,3.3437274210442944,13.90350004794616,27.26236954539445
2007-01-01,India,IN,Asia-Pacific,Investment,4.702095062798089,14.884139005667762,17.54099340191857
2007-04-01,India,IN,Asia-Pacific,Investment,4.8940166335847275,16.957153057263596,12.453639719779375
2007-07-01,India,IN,Asia-Pacific,Investment,5.301001278139664,17.530372792840687,12.864488504270355
2007-10-01,India,IN,Asia-Pacific,Investment,6.291332380727356,14.397998345264895,14.732871755091281
2008-01-01,India,IN,Asia-Pacific,Investment,5.268537772692185,11.566004935724727,6.213019763757899
2008-04-01,India,IN,Asia-Pacific,Investment,6.723369591813255,12.36998452751994,15.669558086960222
2008-07-01,India,IN,Asia-Pacific,Investment,3.814062388893917,8.600259331758942,-2.2144122787736364
2008-10-01,India,IN,Asia-Pacific,Investment,-1.192863946736459,2.1698060041465794,-10.988941555358167
2009-01-01,India,IN,Asia-Pacific,Investment,-13.715725219655903,-9.729408277405938,-41.38383736245217
2009-04-01,India,IN,Asia-Pacific,Investment,-4.364001809662316,-2.188482839346406,45.83325983919835
2009-07-01,India,IN,Asia-Pacific,Investment,-1.4717232024726024,3.297586308564071,19.729864312868273
2009-10-01,India,IN,Asia-Pacific,Investment,-2.6193216133417287,6.872185481373982,3.3094551358814783
2010-01-01,India,IN,Asia-Pacific,Investment,0.1371158518556452,21.884578181425063,18.665733437752152
2010-04-01,India,IN,Asia-Pacific,Investment,-0.7444927537269934,11.388306109265578,3.8481715505604086
2010-07-01,India,IN,Asia-Pacific,Investment,1.1743450944660254,10.150692568434572,14.779410149544248
2010-10-01,India,IN,Asia-Pacific,Investment,3.6271394626571225,13.482743326835767,16.637658169486258
2011-01-01,India,IN,Asia-Pacific,Investment,-0.015474646475454462,6.809897772134299,-8.025648781053718
2011-04-01,India,IN,Asia-Pacific,Investment,0.9449509527282435,8.37530735412102,10.109809878507292
2011-07-01,India,IN,Asia-Pacific,Investment,1.563506998531472,6.798096234726714,8.470565671967023
2011-10-01,India,IN,Asia-Pacific,Investment,2.614405704775089,5.122548412109396,9.935466879016985
2012-01-01,India,IN,Asia-Pacific,Investment,3.5610733479341827,9.445280236795561,9.265278517690945
2012-04-01,India,IN,Asia-Pacific,Investment,3.160857870572768,7.8283835838202975,3.642223266606237
2012-07-01,India,IN,Asia-Pacific,Investment,1.683160190532702,5.491596093389539,-0.8765842897560105
2012-10-01,India,IN,Asia-Pacific,Investment,0.4154821043584906,2.9550197506582165,-0.21083849190830506
2013-01-01,India,IN,Asia-Pacific,Investment,1.7183434397466997,3.1226352925438405,9.93574068523344
2013-04-01,India,IN,Asia-Pacific,Investment,0.057433366685677015,1.7082968049166425,-2.015130683902555
2013-07-01,India,IN,Asia-Pacific,Investment,-1.5539285093733455,1.4602841276392553,-1.8686349988655593
2013-10-01,India,IN,Asia-Pacific,Investment,-1.4597104026799115,2.749548761855891,4.946220044958238
2014-01-01,India,IN,Asia-Pacific,Investment,-2.579356018097313,0.29652550650762777,0.12364766384038717
2014-04-01,India,IN,Asia-Pacific,Investment,-2.451702398002997,2.095914485412642,5.182425231717502
2014-07-01,India,IN,Asia-Pacific,Investment,-1.8193122164171083,4.38837369312246,7.301201831973714
2014-10-01,India,IN,Asia-Pacific,Investment,-5.326805110838157,0.8682237705579965,-9.134379645299617
2015-01-01,India,IN,Asia-Pacific,Investment,-4.510570505427136,2.913325197774519,8.304053372706477
2015-04-01,India,IN,Asia-Pacific,Investment,-4.384125314031316,3.0413873684626225,5.6946739144699166
2015-07-01,India,IN,Asia-Pacific,Investment,-3.002169651933418,3.9314550974655305,10.861472747985346
2015-10-01,India,IN,Asia-Pacific,Investment,-1.0190300236186718,9.563796009579839,13.394984003157617
2016-01-01,India,IN,Asia-Pacific,Investment,-1.2705040615932588,8.628237102346503,4.561817743773133
2016-04-01,India,IN,Asia-Pacific,Investment,2.5599521839444574,12.446766804730025,20.968792724004004
2016-07-01,India,IN,Asia-Pacific,Investment,-0.11815605176905179,8.477543074092608,-5.015422174564321
2016-10-01,India,IN,Asia-Pacific,Investment,-0.46341355045443117,6.214600288478067,4.3432128606994524
2017-01-01,India,IN,Asia-Pacific,Investment,-1.4759195094935993,5.493732046790001,1.6783447770208682
2017-04-01,India,IN,Asia-Pacific,Investment,-1.8542814946252966,1.3002292575631458,4.194781567096584
2017-07-01,India,IN,Asia-Pacific,Investment,1.0639376151406426,6.887337845971331,17.33301217906842
2017-10-01,India,IN,Asia-Pacific,Investment,2.452348577856155,8.584808495158214,11.133095457446984
2018-01-01,India,IN,Asia-Pacific,Investment,5.8333267357721725,12.913409696669476,18.992749583065915
2018-04-01,India,IN,Asia-Pacific,Investment,5.791050222013657,13.156043452611854,5.165316590866098
2018-07-01,India,IN,Asia-Pacific,Investment,8.369086607547398,12.698524795108312,15.502937549054252
2018-10-01,India,IN,Asia-Pacific,Investment,9.080818877989513,11.890088866192272,7.899351741782823
2019-01-01,India,IN,Asia-Pacific,Investment,5.71703275465843,5.0131746775207375,-8.514907171620223
2019-04-01,India,IN,Asia-Pacific,Investment,8.366590796431735,7.590638081373413,15.4751702062768
2019-07-01,India,IN,Asia-Pacific,Investment,3.5137764515971552,0.08129369786011864,-14.534439984998926
2019-10-01,India,IN,Asia-Pacific,Investment,2.7487952700140825,-1.4183274531280432,1.9008671378301756
2020-01-01,India,IN,Asia-Pacific,Investment,-0.9293100516367426,-1.6832945094282792,-9.574775396821167
2020-04-01,India,IN,Asia-Pacific,Investment,-51.503317262974434,-54.772531407491876,-196.88177738597759
2020-07-01,India,IN,Asia-Pacific,Investment,-3.515390675519845,-1.7039234993358576,197.73999164762515
2020-10-01,India,IN,Asia-Pacific,Investment,2.3522628252850217,5.221260494992563,29.60160311514386
2021-01-01,India,IN,Asia-Pacific,Investment,4.206831327320578,11.077916452493142,13.851848433181146
2021-04-01,India,IN,Asia-Pacific,Investment,-6.902842019607686,50.86416792561241,-37.7367714935005
2021-07-01,India,IN,Asia-Pacific,Investment,3.1768039087996804,13.245453091554538,47.26513231139364
2021-10-01,India,IN,Asia-Pacific,Investment,0.41407105353924617,4.869868815169198,-3.900733990397498
2022-01-01,India,IN,Asia-Pacific,Investment,2.953199107270949,5.776237361261849,17.47732261755175
2022-04-01,India,IN,Asia-Pacific,Investment,0.8094368724597192,14.931523672660774,-1.1156262479047996
2022-07-01,India,IN,Asia-Pacific,Investment,0.6596034745655257,4.858761520557664,6.974083702981204
2022-10-01,India,IN,Asia-Pacific,Investment,0.2679209666186589,7.35846696132505,6.098087772672045
2023-01-01,India,IN,Asia-Pacific,Investment,1.164648358080774,5.81968200583205,11.32218279557975
2023-04-01,India,IN,Asia-Pacific,Investment,1.3794640640317077,8.259767616956637,8.64471619659355
2023-07-01,India,IN,Asia-Pacific,Investment,2.768844950973652,9.860195041785857,13.375793402298086
2023-10-01,India,IN,Asia-Pacific,Investment,1.7697850222932046,9.295906003715615,3.840931620391075
2024-01-01,India,IN,Asia-Pacific,Investment,-0.36154381267956814,6.296301451576625,-0.6762354129762116
2024-04-01,India,IN,Asia-Pacific,Investment,0.15214592069961816,6.613417158930446,9.913179026008834
2024-07-01,India,IN,Asia-Pacific,Investment,0.954045380204203,6.037440260938709,11.071885810331139
2024-10-01,India,IN,Asia-Pacific,Investment,-0.5449375429956372,5.544990415435791,1.8711322383794027
2025-01-01,India,IN,Asia-Pacific,Investment,0.8276605446907461,9.05393062700135,13.359525433286024
2000-01-01,Indonesia,ID,Focus,Consumption,0.2018760015303333,NA,NA
2000-04-01,Indonesia,ID,Focus,Consumption,1.0768506748284348,NA,7.287090112424721
2000-07-01,Indonesia,ID,Focus,Consumption,-0.06615592638071392,NA,-0.784330295600455
2000-10-01,Indonesia,ID,Focus,Consumption,-0.061314477133321055,NA,3.810763412920437
2001-01-01,Indonesia,ID,Focus,Consumption,-0.18102808093125927,3.4081998410133707,3.3192761343087795
2001-04-01,Indonesia,ID,Focus,Consumption,-0.13147346769660323,2.5879173320799254,4.00596007669094
2001-07-01,Indonesia,ID,Focus,Consumption,0.008721829845682134,3.8791397706432917,4.3805594586530106
2001-10-01,Indonesia,ID,Focus,Consumption,-0.021800747760521676,3.8544042898134734,3.7118214896011636
